"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 17:43:57 GMT 2025","Mon Jul 14 17:44:01 GMT 2025","3949","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkSearchButtonTest","Check search button on homepage",""
"broken","Mon Jul 14 17:44:23 GMT 2025","Mon Jul 14 17:44:27 GMT 2025","3881","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemToBagUnauthorizedUserTest","Check if an unauthorized user can add an item to the cart",""
"passed","Mon Jul 14 17:44:05 GMT 2025","Mon Jul 14 17:44:09 GMT 2025","3880","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkFavoritesButtonTest","Check favorites button on homepage",""
"passed","Mon Jul 14 17:43:10 GMT 2025","Mon Jul 14 17:43:14 GMT 2025","4276","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkSearchButtonClickTest","Click on search button and check search input field is displayed on homepage",""
"broken","Mon Jul 14 17:44:35 GMT 2025","Mon Jul 14 17:44:38 GMT 2025","3508","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkAuthorizedAddItemToCartTest","Authorized user adds a product to the cart",""
"passed","Mon Jul 14 17:43:04 GMT 2025","Mon Jul 14 17:43:07 GMT 2025","3834","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkAccountButtonTest","Check account button on homepage",""
"broken","Mon Jul 14 17:42:04 GMT 2025","Mon Jul 14 17:42:13 GMT 2025","8200","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageTest","Check successful create account",""
"failed","Mon Jul 14 17:40:56 GMT 2025","Mon Jul 14 17:40:57 GMT 2025","675","","tests.api.BagApiTests","","tests.api.BagApiTests","deleteItemTest","Checking deleting product in bag",""
"passed","Mon Jul 14 17:41:14 GMT 2025","Mon Jul 14 17:41:21 GMT 2025","7351","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"passed","Mon Jul 14 17:44:01 GMT 2025","Mon Jul 14 17:44:05 GMT 2025","3734","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkBasketButtonTest","Check basket button on homepage",""
"broken","Mon Jul 14 17:44:38 GMT 2025","Mon Jul 14 17:44:41 GMT 2025","3416","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addMaximumQuantityToCartUnauthorizedUserTest","Verify maximum quantity of items added to cart for unauthorized user",""
"passed","Mon Jul 14 17:43:14 GMT 2025","Mon Jul 14 17:43:19 GMT 2025","4726","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkFavoritesButtonClickTest","Click on favorites button and check 'Favorites' text",""
"passed","Mon Jul 14 17:42:55 GMT 2025","Mon Jul 14 17:43:00 GMT 2025","4921","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkBasketButtonClickTest","Click on basket button and check 'Shopping Bag' text",""
"passed","Mon Jul 14 17:43:07 GMT 2025","Mon Jul 14 17:43:10 GMT 2025","2774","","tests.ui.HomePageTests","","tests.ui.HomePageTests","getHomePageUrlTest","Check HomePage url",""
"passed","Mon Jul 14 17:41:31 GMT 2025","Mon Jul 14 17:41:36 GMT 2025","5003","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check for invalid email input 'Sign In' account",""
"passed","Mon Jul 14 17:41:49 GMT 2025","Mon Jul 14 17:42:04 GMT 2025","15198","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Mon Jul 14 17:42:31 GMT 2025","Mon Jul 14 17:42:37 GMT 2025","5916","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"broken","Mon Jul 14 17:44:09 GMT 2025","Mon Jul 14 17:44:23 GMT 2025","14134","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkFooterImgTest","Check footer img is displayed",""
"failed","Mon Jul 14 17:41:36 GMT 2025","Mon Jul 14 17:41:42 GMT 2025","5502","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check for password with more than 25 characters input 'Sign In' account",""
"failed","Mon Jul 14 17:40:58 GMT 2025","Mon Jul 14 17:41:04 GMT 2025","6021","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidPasswordSignInPageTest","Check for invalid password input 'Sign In' account",""
"passed","Mon Jul 14 17:41:21 GMT 2025","Mon Jul 14 17:41:26 GMT 2025","5035","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check for empty email input 'Sign In' account",""
"failed","Mon Jul 14 17:40:57 GMT 2025","Mon Jul 14 17:40:58 GMT 2025","491","","tests.api.BagApiTests","","tests.api.BagApiTests","updateItemTest","Checking updating product in bag",""
"broken","Mon Jul 14 17:42:37 GMT 2025","Mon Jul 14 17:42:51 GMT 2025","13825","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Check HomePage web title",""
"passed","Mon Jul 14 17:41:42 GMT 2025","Mon Jul 14 17:41:49 GMT 2025","7327","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyEmailTest","Check account creation with empty email",""
"passed","Mon Jul 14 17:42:51 GMT 2025","Mon Jul 14 17:42:55 GMT 2025","3944","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkCopyrightTextTest","Check the page's copyright",""
"failed","Mon Jul 14 17:40:57 GMT 2025","Mon Jul 14 17:40:57 GMT 2025","186","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"passed","Mon Jul 14 17:40:54 GMT 2025","Mon Jul 14 17:40:56 GMT 2025","1612","","tests.api.BagApiTests","","tests.api.BagApiTests","addAndGetItemsTest","Checking getting different products in bag",""
"failed","Mon Jul 14 17:40:56 GMT 2025","Mon Jul 14 17:40:56 GMT 2025","218","","tests.api.BagApiTests","","tests.api.BagApiTests","getItemTest","Checking getting product in bag",""
"passed","Mon Jul 14 17:43:00 GMT 2025","Mon Jul 14 17:43:04 GMT 2025","4050","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkSignInButtonTest","Click on account button and check 'Sign in'",""
"passed","Mon Jul 14 17:41:09 GMT 2025","Mon Jul 14 17:41:14 GMT 2025","4875","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check for empty email and empty password input 'Sign In' account",""
"passed","Mon Jul 14 17:42:18 GMT 2025","Mon Jul 14 17:42:24 GMT 2025","6788","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
