"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 21:56:07 GMT 2025","Fri Jul 18 21:56:11 GMT 2025","4300","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySignInButtonWhenAccountButtonClickedTest","Click on account button and verify 'Sign In' is visible",""
"passed","Fri Jul 18 21:55:36 GMT 2025","Fri Jul 18 21:55:41 GMT 2025","4339","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayAccountButtonOnHomePageTest","Verify account button is visible on the homepage header",""
"passed","Fri Jul 18 21:54:12 GMT 2025","Fri Jul 18 21:54:23 GMT 2025","10957","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"failed","Fri Jul 18 21:53:51 GMT 2025","Fri Jul 18 21:53:52 GMT 2025","999","","tests.api.BagApiTests","","tests.api.BagApiTests","deleteItemTest","Checking deleting product in bag",""
"passed","Fri Jul 18 21:56:55 GMT 2025","Fri Jul 18 21:57:00 GMT 2025","5692","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayShoppingBagTitleAfterClickingBasketButtonTest","Verify clicking the basket button displays the 'Shopping Bag' title",""
"passed","Fri Jul 18 21:56:21 GMT 2025","Fri Jul 18 21:56:27 GMT 2025","6625","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectCopyrightTextTest","Verify the footer displays the correct copyright text",""
"broken","Fri Jul 18 22:00:17 GMT 2025","Fri Jul 18 22:00:52 GMT 2025","34349","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemFromCatalogToCartTest","Add item from catalog to cart and verify success message is shown",""
"passed","Fri Jul 18 21:56:02 GMT 2025","Fri Jul 18 21:56:07 GMT 2025","4440","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchInputAfterClickingSearchButtonTest","Click on search button and check search input field is displayed on homepage",""
"failed","Fri Jul 18 21:53:49 GMT 2025","Fri Jul 18 21:53:51 GMT 2025","1536","","tests.api.BagApiTests","","tests.api.BagApiTests","addAndGetItemsTest","Checking getting different products in bag",""
"broken","Fri Jul 18 21:58:33 GMT 2025","Fri Jul 18 21:59:08 GMT 2025","34744","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","removeItemFromCartTest","Remove item from cart and verify it's empty",""
"broken","Fri Jul 18 21:59:43 GMT 2025","Fri Jul 18 22:00:17 GMT 2025","34648","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","priceMatchesBetweenCatalogAndCartTest","Check that product price in catalog matches the price in cart",""
"passed","Fri Jul 18 21:53:53 GMT 2025","Fri Jul 18 21:54:01 GMT 2025","7664","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidPasswordSignInPageTest","Check 'Sign In' with invalid password",""
"passed","Fri Jul 18 21:56:46 GMT 2025","Fri Jul 18 21:56:50 GMT 2025","4734","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldLoadCorrectHomePageUrlTest","Verify that the Home Page URL is correct after page load",""
"failed","Fri Jul 18 21:53:52 GMT 2025","Fri Jul 18 21:53:53 GMT 2025","289","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"failed","Fri Jul 18 21:53:51 GMT 2025","Fri Jul 18 21:53:51 GMT 2025","530","","tests.api.BagApiTests","","tests.api.BagApiTests","getItemTest","Checking getting product in bag",""
