"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 17 19:49:25 GMT 2025","Thu Jul 17 19:49:40 GMT 2025","15333","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","signInPageTest","Check successful 'Sign In' account",""
"passed","Thu Jul 17 19:52:13 GMT 2025","Thu Jul 17 19:52:17 GMT 2025","3636","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchButtonOnHomePageTest","Verify that search button is visible on the homepage header",""
"passed","Thu Jul 17 19:51:28 GMT 2025","Thu Jul 17 19:51:32 GMT 2025","4159","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchInputAfterClickingSearchButtonTest","Click on search button and check search input field is displayed on homepage",""
"failed","Thu Jul 17 19:50:37 GMT 2025","Thu Jul 17 19:50:51 GMT 2025","13684","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectHeaderTabTextsTest","Verify that all header tab texts are displayed correctly",""
"broken","Thu Jul 17 19:51:49 GMT 2025","Thu Jul 17 19:52:13 GMT 2025","24171","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFooterImageTest","Verify that the footer image is displayed",""
"passed","Thu Jul 17 19:51:24 GMT 2025","Thu Jul 17 19:51:28 GMT 2025","3718","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesButtonOnHomePageTest","Verify 'Favorites' button is visible on the homepage",""
"passed","Thu Jul 17 19:49:51 GMT 2025","Thu Jul 17 19:49:58 GMT 2025","7053","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyEmailTest","Check account creation with empty email",""
"failed","Thu Jul 17 19:48:36 GMT 2025","Thu Jul 17 19:48:36 GMT 2025","138","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"broken","Thu Jul 17 19:49:02 GMT 2025","Thu Jul 17 19:49:19 GMT 2025","17338","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shouldCreateAccountSuccessfullyTest","Check successful account creation",""
"passed","Thu Jul 17 19:51:32 GMT 2025","Thu Jul 17 19:51:36 GMT 2025","4021","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySignInButtonWhenAccountButtonClickedTest","Click on account button and verify 'Sign In' is visible",""
"passed","Thu Jul 17 19:49:58 GMT 2025","Thu Jul 17 19:50:05 GMT 2025","7538","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Thu Jul 17 19:48:49 GMT 2025","Thu Jul 17 19:48:54 GMT 2025","5237","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check 'Sign In' with empty email and empty password input",""
"broken","Thu Jul 17 19:52:43 GMT 2025","Thu Jul 17 19:52:57 GMT 2025","13642","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"broken","Thu Jul 17 19:52:30 GMT 2025","Thu Jul 17 19:52:43 GMT 2025","13785","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemToBagUnauthorizedUserTest","Check if an unauthorized user can add an item to the cart",""
"passed","Thu Jul 17 19:49:40 GMT 2025","Thu Jul 17 19:49:45 GMT 2025","5569","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check 'Sign In' with invalid email input",""
"passed","Thu Jul 17 19:48:36 GMT 2025","Thu Jul 17 19:48:44 GMT 2025","7461","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidPasswordSignInPageTest","Check 'Sign In' with invalid password",""
"passed","Thu Jul 17 19:50:27 GMT 2025","Thu Jul 17 19:50:33 GMT 2025","6061","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"passed","Thu Jul 17 19:50:33 GMT 2025","Thu Jul 17 19:50:37 GMT 2025","3673","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayAccountButtonOnHomePageTest","Verify account button is visible on the homepage header",""
"passed","Thu Jul 17 19:50:11 GMT 2025","Thu Jul 17 19:50:19 GMT 2025","7956","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
"passed","Thu Jul 17 19:50:05 GMT 2025","Thu Jul 17 19:50:11 GMT 2025","5226","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyPasswordSignInPageTest","Check 'Sign In' with empty password input",""
"broken","Thu Jul 17 19:53:52 GMT 2025","Thu Jul 17 19:54:06 GMT 2025","13843","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemFromCatalogToCartTest","Add item from catalog to cart and verify success message",""
"passed","Thu Jul 17 19:50:19 GMT 2025","Thu Jul 17 19:50:27 GMT 2025","8503","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"passed","Thu Jul 17 19:51:45 GMT 2025","Thu Jul 17 19:51:49 GMT 2025","4091","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectCopyrightTextTest","Verify the footer displays the correct copyright text",""
"passed","Thu Jul 17 19:49:19 GMT 2025","Thu Jul 17 19:49:25 GMT 2025","5386","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check 'Sign In' with empty email input",""
"passed","Thu Jul 17 19:51:36 GMT 2025","Thu Jul 17 19:51:41 GMT 2025","4224","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesTitleAfterClickingFavoritesButtonTest","Click 'Favorites' button and verify 'Favorites' title text is displayed",""
"passed","Thu Jul 17 19:52:25 GMT 2025","Thu Jul 17 19:52:30 GMT 2025","4974","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayShoppingBagTitleAfterClickingBasketButtonTest","Verify clicking the basket button displays the 'Shopping Bag' title",""
"passed","Thu Jul 17 19:48:54 GMT 2025","Thu Jul 17 19:49:02 GMT 2025","7370","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"broken","Thu Jul 17 19:50:51 GMT 2025","Thu Jul 17 19:51:24 GMT 2025","33831","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Verify that Home Page browser title is correct",""
"broken","Thu Jul 17 19:52:57 GMT 2025","Thu Jul 17 19:53:11 GMT 2025","14021","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","removeItemFromCartUnauthorizedUserTest","Remove item from cart as unauthorized user",""
"broken","Thu Jul 17 19:53:39 GMT 2025","Thu Jul 17 19:53:52 GMT 2025","13677","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemAndChangeQuantityToBagUnauthorizedUserTest","Add item to bag and change quantity for unauthorized user",""
"passed","Thu Jul 17 19:49:45 GMT 2025","Thu Jul 17 19:49:51 GMT 2025","5377","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check 'Sign In' with password longer than 25 characters",""
